Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA
151,10841-1,10841,1,,,ATACADO,ENTREGA TOTAL,9979,#N/A,"753,00",30/07/2022,2022-31,7,2022,7-2022,outros,753
152,10841-1,10841,1,,,AMAZON,ENTREGA TOTAL,9979,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
153,10841-1,10841,1,,,SITE,ENTREGA TOTAL,9979,#N/A,"225,00",30/07/2022,2022-31,7,2022,7-2022,outros,225
154,10843-1,10843,1,,,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"300,00",11/07/2022,2022-29,7,2022,7-2022,Revistas(Individuais),180
155,10843-2,10843,2,,,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"300,00",11/07/2022,2022-29,7,2022,7-2022,Revistas(Individuais),180
156,10844-1,10844,1,,,ATACADO,ENTREGA TOTAL,12,#N/A,"400,00",13/07/2022,2022-29,7,2022,7-2022,outros,400
157,10844-1,10844,1,,,AMAZON,ENTREGA TOTAL,12,#N/A,"150,00",13/07/2022,2022-29,7,2022,7-2022,outros,150
158,10844-1,10844,1,,,SITE,ENTREGA TOTAL,12,#N/A,"250,00",13/07/2022,2022-29,7,2022,7-2022,outros,250
159,10845-1,10845,1,,,ATACADO,ENTREGA TOTAL,173,#N/A,"350,00",08/07/2022,2022-28,7,2022,7-2022,outros,350
160,10845-1,10845,1,,,AMAZON,ENTREGA TOTAL,173,#N/A,"25,00",08/07/2022,2022-28,7,2022,7-2022,outros,25
161,10845-1,10845,1,,,SITE,ENTREGA TOTAL,173,#N/A,"225,00",08/07/2022,2022-28,7,2022,7-2022,outros,225
162,10848-1,10848,1,,,ATACADO,ENTREGA TOTAL,9986,#N/A,"200,00",12/08/2022,2022-33,8,2022,8-2022,outros,200
163,10848-1,10848,1,,,ATACADO,ENTREGA TOTAL,9986,#N/A,"500,00",15/08/2022,2022-34,8,2022,8-2022,outros,500
164,10848-2,10848,2,,,AMAZON,ENTREGA TOTAL,9986,#N/A,"146,00",12/08/2022,2022-33,8,2022,8-2022,outros,146
165,10848-3,10848,3,,,SITE,ENTREGA TOTAL,9986,#N/A,"250,00",12/08/2022,2022-33,8,2022,8-2022,outros,250
166,10849-1,10849,1,,,ATACADO,ENTREGA TOTAL,9993,#N/A,"650,00",12/07/2022,2022-29,7,2022,7-2022,outros,650
167,10849-1,10849,1,,,AMAZON,ENTREGA TOTAL,9993,#N/A,"150,00",12/07/2022,2022-29,7,2022,7-2022,outros,150
168,10849-1,10849,1,,,SITE,ENTREGA TOTAL,9993,#N/A,"125,00",12/07/2022,2022-29,7,2022,7-2022,outros,125
169,10850-1,10850,1,,,ATACADO,ENTREGA TOTAL,5,#N/A,"500,00",22/07/2022,2022-30,7,2022,7-2022,outros,500
170,10850-1,10850,1,,,AMAZON,ENTREGA TOTAL,5,#N/A,"25,00",22/07/2022,2022-30,7,2022,7-2022,outros,25
171,10850-1,10850,1,,,SITE,ENTREGA TOTAL,5,#N/A,"100,00",22/07/2022,2022-30,7,2022,7-2022,outros,100
172,10851-1,10851,1,,,PERSONALIZADO,ENTREGA TOTAL,P64,KIT 4 REVISTAS$14X21$POLICROMIA,"200,00",13/07/2022,2022-29,7,2022,7-2022,Kit de revistas,300
173,10855-1,10855,1,,,ATACADO,ENTREGA TOTAL,128,#N/A,"550,00",12/07/2022,2022-29,7,2022,7-2022,outros,550
174,10855-1,10855,1,,,AMAZON,ENTREGA TOTAL,128,#N/A,"100,00",12/07/2022,2022-29,7,2022,7-2022,outros,100
175,10855-1,10855,1,,,SITE,ENTREGA TOTAL,128,#N/A,"200,00",12/07/2022,2022-29,7,2022,7-2022,outros,200
176,10856-1,10856,1,,,ATACADO,ENTREGA TOTAL,142,#N/A,"400,00",04/08/2022,2022-32,8,2022,8-2022,outros,400
177,10856-2,10856,2,,,AMAZON,ENTREGA TOTAL,142,#N/A,"25,00",04/08/2022,2022-32,8,2022,8-2022,outros,25
178,10856-3,10856,3,,,SITE,ENTREGA TOTAL,142,#N/A,"125,00",04/08/2022,2022-32,8,2022,8-2022,outros,125
179,10857-1,10857,1,,,ATACADO,ENTREGA TOTAL,159,#N/A,"550,00",29/07/2022,2022-31,7,2022,7-2022,outros,550
180,10857-1,10857,1,,,AMAZON,ENTREGA TOTAL,159,#N/A,"75,00",29/07/2022,2022-31,7,2022,7-2022,outros,75
181,10857-1,10857,1,,,SITE,ENTREGA TOTAL,159,#N/A,"225,00",29/07/2022,2022-31,7,2022,7-2022,outros,225
182,10858-1,10858,1,,,ATACADO,ENTREGA TOTAL,166,#N/A,"1.000,00",15/08/2022,2022-34,8,2022,8-2022,outros,1000
183,10858-1,10858,1,,,ATACADO,ENTREGA TOTAL,166,#N/A,"200,00",11/08/2022,2022-33,8,2022,8-2022,outros,200
184,10858-2,10858,2,,,AMAZON,ENTREGA TOTAL,166,#N/A,"75,00",11/08/2022,2022-33,8,2022,8-2022,outros,75
185,10858-3,10858,3,,,SITE,ENTREGA TOTAL,166,#N/A,"200,00",11/08/2022,2022-33,8,2022,8-2022,outros,200
186,10859-1,10859,1,,,ATACADO,ENTREGA TOTAL,258,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
187,10859-1,10859,1,,,ATACADO,ENTREGA TOTAL,258,#N/A,"400,00",09/08/2022,2022-33,8,2022,8-2022,outros,400
188,10859-1,10859,1,,,SITE,ENTREGA TOTAL,258,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
189,10859-1,10859,1,,,ATACADO,ENTREGA TOTAL,258,#N/A,"203,00",19/09/2022,2022-39,9,2022,9-2022,outros,203
190,10859-2,10859,2,,,SITE,ENTREGA TOTAL,258,#N/A,"120,00",19/09/2022,2022-39,9,2022,9-2022,outros,120
191,10859-3,10859,3,,,AMAZON,ENTREGA TOTAL,258,#N/A,"200,00",19/09/2022,2022-39,9,2022,9-2022,outros,200
192,10860-1,10860,1,,,ATACADO,ENTREGA TOTAL,1385,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
193,10860-1,10860,1,,,ATACADO,ENTREGA TOTAL,1385,#N/A,"350,00",09/08/2022,2022-33,8,2022,8-2022,outros,350
194,10860-1,10860,1,,,SITE,ENTREGA TOTAL,1385,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
195,10860-1,10860,1,,,ATACADO,ENTREGA TOTAL,1385,#N/A,"103,00",19/09/2022,2022-39,9,2022,9-2022,outros,103
196,10860-2,10860,2,,,SITE,ENTREGA TOTAL,1385,#N/A,"220,00",19/09/2022,2022-39,9,2022,9-2022,outros,220
197,10860-3,10860,3,,,AMAZON,ENTREGA TOTAL,1385,#N/A,"53,00",19/09/2022,2022-39,9,2022,9-2022,outros,53
198,10861-1,10861,1,,,ATACADO,ENTREGA TOTAL,326,#N/A,"400,00",29/07/2022,2022-31,7,2022,7-2022,outros,400
199,10861-1,10861,1,,,AMAZON,ENTREGA TOTAL,326,#N/A,"50,00",29/07/2022,2022-31,7,2022,7-2022,outros,50
200,10861-1,10861,1,,,SITE,ENTREGA TOTAL,326,#N/A,"150,00",29/07/2022,2022-31,7,2022,7-2022,outros,150
201,10862-1,10862,1,,,ATACADO,ENTREGA TOTAL,333,#N/A,"350,00",29/07/2022,2022-31,7,2022,7-2022,outros,350
202,10862-1,10862,1,,,AMAZON,ENTREGA TOTAL,333,#N/A,"25,00",29/07/2022,2022-31,7,2022,7-2022,outros,25
203,10862-1,10862,1,,,SITE,ENTREGA TOTAL,333,#N/A,"150,00",29/07/2022,2022-31,7,2022,7-2022,outros,150
204,10863-1,10863,1,,,ATACADO,ENTREGA TOTAL,203,#N/A,"400,00",05/08/2022,2022-32,8,2022,8-2022,outros,400
205,10863-2,10863,2,,,AMAZON,ENTREGA TOTAL,203,#N/A,"25,00",05/08/2022,2022-32,8,2022,8-2022,outros,25
206,10863-3,10863,3,,,SITE,ENTREGA TOTAL,203,#N/A,"150,00",05/08/2022,2022-32,8,2022,8-2022,outros,150
207,10864-1,10864,1,,,ATACADO,ENTREGA TOTAL,791,#N/A,"600,00",30/07/2022,2022-31,7,2022,7-2022,outros,600
208,10864-1,10864,1,,,SITE,ENTREGA TOTAL,791,#N/A,"50,00",30/07/2022,2022-31,7,2022,7-2022,outros,50
209,10864-3,10864,3,,,ATACADO,ENTREGA TOTAL,791,#N/A,"1.519,00",31/08/2022,2022-36,8,2022,8-2022,outros,1519
210,10865-1,10865,1,,,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,"50,00",13/07/2022,2022-29,7,2022,7-2022,Brochura,50
211,10866-1,10866,1,,,ATACADO,ENTREGA TOTAL,210,#N/A,"600,00",30/07/2022,2022-31,7,2022,7-2022,outros,600
212,10866-1,10866,1,,,AMAZON,ENTREGA TOTAL,210,#N/A,"175,00",30/07/2022,2022-31,7,2022,7-2022,outros,175
213,10866-1,10866,1,,,SITE,ENTREGA TOTAL,210,#N/A,"150,00",30/07/2022,2022-31,7,2022,7-2022,outros,150
214,10867-1,10867,1,,,ATACADO,ENTREGA TOTAL,227,#N/A,"250,00",15/08/2022,2022-34,8,2022,8-2022,outros,250
215,10867-1,10867,1,,,ATACADO,ENTREGA TOTAL,227,#N/A,"550,00",12/08/2022,2022-33,8,2022,8-2022,outros,550
216,10867-2,10867,2,,,AMAZON,ENTREGA TOTAL,227,#N/A,"100,00",12/08/2022,2022-33,8,2022,8-2022,outros,100
217,10867-3,10867,3,,,SITE,ENTREGA TOTAL,227,#N/A,"152,00",12/08/2022,2022-33,8,2022,8-2022,outros,152
218,10868-1,10868,1,,,ATACADO,ENTREGA TOTAL,234,#N/A,"300,00",30/07/2022,2022-31,7,2022,7-2022,outros,300
219,10868-1,10868,1,,,AMAZON,ENTREGA TOTAL,234,#N/A,"25,00",30/07/2022,2022-31,7,2022,7-2022,outros,25
220,10868-1,10868,1,,,SITE,ENTREGA TOTAL,234,#N/A,"150,00",29/07/2022,2022-31,7,2022,7-2022,outros,150
221,10869-1,10869,1,,,ATACADO,ENTREGA TOTAL,272,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
222,10869-1,10869,1,,,ATACADO,ENTREGA TOTAL,272,#N/A,"350,00",09/08/2022,2022-33,8,2022,8-2022,outros,350
223,10869-1,10869,1,,,SITE,ENTREGA TOTAL,272,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
224,10869-1,10869,1,,,ATACADO,ENTREGA TOTAL,272,#N/A,"200,00",19/09/2022,2022-39,9,2022,9-2022,outros,200
225,10869-2,10869,2,,,AMAZON,ENTREGA TOTAL,272,#N/A,"150,00",19/09/2022,2022-39,9,2022,9-2022,outros,150
226,10869-3,10869,3,,,SITE,ENTREGA TOTAL,272,#N/A,"248,00",19/09/2022,2022-39,9,2022,9-2022,outros,248
227,10870-1,10870,1,,,ATACADO,ENTREGA TOTAL,548,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 COLMEIA,"977,00",30/07/2022,2022-31,7,2022,7-2022,Wire-o sem fita,"1172,4"
228,10870-2,10870,2,,,ATACADO,ENTREGA TOTAL,548,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 COLMEIA,"106,00",10/08/2022,2022-33,8,2022,8-2022,Wire-o sem fita,"127,2"
229,10870-3,10870,3,,,SITE,ENTREGA TOTAL,548,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 COLMEIA,"150,00",30/07/2022,2022-31,7,2022,7-2022,Wire-o sem fita,180
230,10871-1,10871,1,,,ATACADO,ENTREGA TOTAL,241,#N/A,"600,00",30/07/2022,2022-31,7,2022,7-2022,outros,600
231,10871-2,10871,2,,,AMAZON,ENTREGA TOTAL,241,#N/A,"50,00",30/07/2022,2022-31,7,2022,7-2022,outros,50
232,10871-3,10871,3,,,SITE,ENTREGA TOTAL,241,#N/A,"150,00",30/07/2022,2022-31,7,2022,7-2022,outros,150
233,10874-1,10874,1,,,ATACADO,ENTREGA TOTAL,340,#N/A,"400,00",30/07/2022,2022-31,7,2022,7-2022,outros,400
234,10874-2,10874,2,,,AMAZON,ENTREGA TOTAL,340,#N/A,"25,00",30/07/2022,2022-31,7,2022,7-2022,outros,25
235,10874-3,10874,3,,,SITE,ENTREGA TOTAL,340,#N/A,"150,00",30/07/2022,2022-31,7,2022,7-2022,outros,150
236,10877-1,10877,1,,,ATACADO,ENTREGA TOTAL,1057,#N/A,"280,00",26/07/2022,2022-31,7,2022,7-2022,outros,280
237,10877-1,10877,1,,,SITE,ENTREGA TOTAL,1057,#N/A,"100,00",26/07/2022,2022-31,7,2022,7-2022,outros,100
238,10879-1,10879,1,,,ATACADO,ENTREGA TOTAL,1040,#N/A,"363,00",27/07/2022,2022-31,7,2022,7-2022,outros,363
239,10879-3,10879,3,,,SITE,ENTREGA TOTAL,1040,#N/A,"100,00",17/08/2022,2022-34,8,2022,8-2022,outros,100
240,10880-1,10880,1,,,FEIRA,ENTREGA TOTAL,1064,#N/A,"140,00",15/07/2022,2022-29,7,2022,7-2022,outros,140
241,10880-1,10880,1,,,ATACADO,ENTREGA TOTAL,1064,#N/A,"352,00",27/07/2022,2022-31,7,2022,7-2022,outros,352
242,10880-3,10880,3,,,SITE,ENTREGA TOTAL,1064,#N/A,"75,00",17/08/2022,2022-34,8,2022,8-2022,outros,75
243,10881-1,10881,1,,,ATACADO,ENTREGA TOTAL,1071,#N/A,"281,00",26/07/2022,2022-31,7,2022,7-2022,outros,281
244,10881-1,10881,1,,,SITE,ENTREGA TOTAL,1071,#N/A,"75,00",26/07/2022,2022-31,7,2022,7-2022,outros,75
245,10883-1,10883,1,,,ATACADO,ENTREGA TOTAL,616,CADERNO CRIATIVO ARGOLADO OFFICE DUO OCEANO PAUTADO & PONTADO A5 MERGULHO,"804,00",14/09/2022,2022-38,9,2022,9-2022,Argolados,1206
246,10883-2,10883,2,,,SITE,ENTREGA TOTAL,616,CADERNO CRIATIVO ARGOLADO OFFICE DUO OCEANO PAUTADO & PONTADO A5 MERGULHO,"100,00",14/09/2022,2022-38,9,2022,9-2022,Argolados,150
247,10883-3,10883,3,EQ-4,,ATACADO,ENTREGA TOTAL,616,CADERNO CRIATIVO ARGOLADO OFFICE DUO OCEANO PAUTADO & PONTADO A5 MERGULHO,"150,00",23/11/2022,2022-48,11,2022,11-2022,Argolados,225
248,10886-1,10886,1,,,ATACADO,ENTREGA TOTAL,852,CADERNETA CICEROS OCEANO PAUTADO 14X21 MERGULHO,"500,00",25/07/2022,2022-31,7,2022,7-2022,Brochura,500
249,10886-2,10886,2,,,SITE,ENTREGA TOTAL,852,CADERNETA CICEROS OCEANO PAUTADO 14X21 MERGULHO,"75,00",25/07/2022,2022-31,7,2022,7-2022,Brochura,75
250,10887-1,10887,1,,,ATACADO,ENTREGA TOTAL,944,#N/A,"240,00",25/07/2022,2022-31,7,2022,7-2022,outros,240
251,10887-1,10887,1,,,ATACADO,ENTREGA TOTAL,944,#N/A,"263,00",25/07/2022,2022-31,7,2022,7-2022,outros,263
252,10887-1,10887,1,,,SITE,ENTREGA TOTAL,944,#N/A,"75,00",25/07/2022,2022-31,7,2022,7-2022,outros,75
253,10888-1,10888,1,,,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"500,00",28/07/2022,2022-31,7,2022,7-2022,Brochura,500
254,10889-1,10889,1,,,ATACADO,ENTREGA TOTAL,968,#N/A,"400,00",26/07/2022,2022-31,7,2022,7-2022,outros,400
255,10889-1,10889,1,,,SITE,ENTREGA TOTAL,968,#N/A,"162,00",28/07/2022,2022-31,7,2022,7-2022,outros,162
256,10889-3,10889,3,,,ATACADO,ENTREGA TOTAL,968,#N/A,"80,00",06/09/2022,2022-37,9,2022,9-2022,outros,80
257,10890-1,10890,1,,,ATACADO,ENTREGA TOTAL,937,CADERNETA CICEROS KRAFT SEM PAUTA 14X21 BOTÂNICA,"300,00",19/08/2022,2022-34,8,2022,8-2022,Brochura,300
258,10890-1,10890,1,,,SITE,ENTREGA TOTAL,937,CADERNETA CICEROS KRAFT SEM PAUTA 14X21 BOTÂNICA,"75,00",19/08/2022,2022-34,8,2022,8-2022,Brochura,75
259,10894-1,10894,1,,,ATACADO,ENTREGA TOTAL,906,CADERNETA CICEROS PÓLEN PAUTADO 14X21 FLORES MARINHO,"300,00",28/07/2022,2022-31,7,2022,7-2022,Brochura,300
260,10894-2,10894,2,,,SITE,ENTREGA TOTAL,906,CADERNETA CICEROS PÓLEN PAUTADO 14X21 FLORES MARINHO,"75,00",28/07/2022,2022-31,7,2022,7-2022,Brochura,75
261,10895-1,10895,1,,,PERSONALIZADO,ENTREGA TOTAL,P156,REVISTA$14X21$POLICROMIA,"200,00",28/07/2022,2022-31,7,2022,7-2022,Revistas(Individuais),120
262,10896-1,10896,1,,,ATACADO,ENTREGA TOTAL,289,#N/A,"100,00",01/08/2022,2022-32,8,2022,8-2022,outros,100
263,10896-1,10896,1,,,ATACADO,ENTREGA TOTAL,289,#N/A,"300,00",09/08/2022,2022-33,8,2022,8-2022,outros,300
264,10896-1,10896,1,,,ATACADO,ENTREGA TOTAL,289,#N/A,"150,00",19/09/2022,2022-39,9,2022,9-2022,outros,150
265,10896-2,10896,2,,,SITE,ENTREGA TOTAL,289,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
266,10896-2,10896,2,,,SITE,ENTREGA TOTAL,289,#N/A,"120,00",19/09/2022,2022-39,9,2022,9-2022,outros,120
267,10896-3,10896,3,,,SITE,ENTREGA TOTAL,8514,#N/A,"50,00",19/09/2022,2022-39,9,2022,9-2022,,50
268,10897-1,10897,1,,,ATACADO,ENTREGA TOTAL,296,#N/A,"100,00",30/07/2022,2022-31,7,2022,7-2022,outros,100
269,10897-1,10897,1,,,ATACADO,ENTREGA TOTAL,296,#N/A,"300,00",09/08/2022,2022-33,8,2022,8-2022,outros,300
270,10897-1,10897,1,,,SITE,ENTREGA TOTAL,296,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
271,10897-1,10897,1,,,ATACADO,ENTREGA TOTAL,296,#N/A,"303,00",19/09/2022,2022-39,9,2022,9-2022,outros,303
272,10897-2,10897,2,,,AMAZON,ENTREGA TOTAL,296,#N/A,"50,00",19/09/2022,2022-39,9,2022,9-2022,outros,50
273,10897-3,10897,3,,,SITE,ENTREGA TOTAL,296,#N/A,"223,00",19/09/2022,2022-39,9,2022,9-2022,outros,223
274,10898-1,10898,1,,,ATACADO,ENTREGA TOTAL,302,#N/A,"450,00",12/08/2022,2022-33,8,2022,8-2022,outros,450
275,10898-1,10898,1,,,SITE,ENTREGA TOTAL,302,#N/A,"30,00",12/08/2022,2022-33,8,2022,8-2022,outros,30
276,10898-2,10898,2,,,SITE,ENTREGA TOTAL,302,#N/A,"220,00",28/09/2022,2022-40,9,2022,9-2022,outros,220
277,10898-2,10898,2,,,SITE,ENTREGA TOTAL,302,#N/A,"50,00",19/09/2022,2022-39,9,2022,9-2022,outros,50
278,10898-3,10898,3,,,AMAZON,ENTREGA TOTAL,302,#N/A,"150,00",22/09/2022,2022-39,9,2022,9-2022,outros,150
279,10899-1,10899,1,,,ATACADO,ENTREGA TOTAL,319,#N/A,"101,00",30/07/2022,2022-31,7,2022,7-2022,outros,101
280,10899-1,10899,1,,,ATACADO,ENTREGA TOTAL,319,#N/A,"310,00",09/08/2022,2022-33,8,2022,8-2022,outros,310
281,10899-1,10899,1,,,SITE,ENTREGA TOTAL,319,#N/A,"30,00",09/08/2022,2022-33,8,2022,8-2022,outros,30
282,10899-1,10899,1,,,ATACADO,ENTREGA TOTAL,319,#N/A,"100,00",16/09/2022,2022-38,9,2022,9-2022,outros,100
283,10899-2,10899,2,,,AMAZON,ENTREGA TOTAL,319,#N/A,"44,00",16/09/2022,2022-38,9,2022,9-2022,outros,44
284,10899-3,10899,3,,,SITE,ENTREGA TOTAL,319,#N/A,"120,00",16/09/2022,2022-38,9,2022,9-2022,outros,120
285,10900-1,10900,1,,,ATACADO,ENTREGA TOTAL,357,#N/A,"500,00",30/07/2022,2022-31,7,2022,7-2022,outros,500
286,10900-1,10900,1,,,AMAZON,ENTREGA TOTAL,357,#N/A,"50,00",30/07/2022,2022-31,7,2022,7-2022,outros,50
287,10900-1,10900,1,,,SITE,ENTREGA TOTAL,357,#N/A,"350,00",30/07/2022,2022-31,7,2022,7-2022,outros,350
288,10901-1,10901,1,,,ATACADO,ENTREGA TOTAL,364,#N/A,"200,00",12/08/2022,2022-33,8,2022,8-2022,outros,200
289,10901-1,10901,1,,,ATACADO,ENTREGA TOTAL,364,#N/A,"250,00",15/08/2022,2022-34,8,2022,8-2022,outros,250
290,10901-1,10901,1,,,SITE,ENTREGA TOTAL,364,#N/A,"50,00",12/08/2022,2022-33,8,2022,8-2022,outros,50
291,10901-1,10901,1,,,SITE,ENTREGA TOTAL,364,#N/A,"300,00",12/08/2022,2022-33,8,2022,8-2022,outros,300
292,10902-1,10902,1,,,ATACADO,ENTREGA TOTAL,29,#N/A,"300,00",22/07/2022,2022-30,7,2022,7-2022,outros,300
293,10902-2,10902,2,,,AMAZON,ENTREGA TOTAL,29,#N/A,"150,00",22/07/2022,2022-30,7,2022,7-2022,outros,150
294,10902-3,10902,3,,,SITE,ENTREGA TOTAL,29,#N/A,"174,00",22/07/2022,2022-30,7,2022,7-2022,outros,174
295,10903-1,10903,1,,,ATACADO,ENTREGA TOTAL,36,#N/A,"350,00",21/07/2022,2022-30,7,2022,7-2022,outros,350
296,10903-2,10903,2,,,AMAZON,ENTREGA TOTAL,36,#N/A,"150,00",21/07/2022,2022-30,7,2022,7-2022,outros,150
297,10903-3,10903,3,,,SITE,ENTREGA TOTAL,36,#N/A,"175,00",21/07/2022,2022-30,7,2022,7-2022,outros,175
298,10904-1,10904,1,,,ATACADO,ENTREGA TOTAL,43,#N/A,"350,00",02/08/2022,2022-32,8,2022,8-2022,outros,350
299,10904-1,10904,1,,,AMAZON,ENTREGA TOTAL,43,#N/A,"150,00",02/08/2022,2022-32,8,2022,8-2022,outros,150
300,10904-1,10904,1,,,SITE,ENTREGA TOTAL,43,#N/A,"178,00",02/08/2022,2022-32,8,2022,8-2022,outros,178
301,10905-1,10905,1,,,ATACADO,ENTREGA TOTAL,50,#N/A,"344,00",11/08/2022,2022-33,8,2022,8-2022,outros,344
302,10905-2,10905,2,,,AMAZON,ENTREGA TOTAL,50,#N/A,"100,00",11/08/2022,2022-33,8,2022,8-2022,outros,100
303,10905-3,10905,3,,,SITE,ENTREGA TOTAL,50,#N/A,"175,00",11/08/2022,2022-33,8,2022,8-2022,outros,175
304,10906-1,10906,1,,,ATACADO,ENTREGA TOTAL,67,#N/A,"350,00",29/07/2022,2022-31,7,2022,7-2022,outros,350
305,10906-1,10906,1,,,AMAZON,ENTREGA TOTAL,67,#N/A,"25,00",29/07/2022,2022-31,7,2022,7-2022,outros,25
306,10906-1,10906,1,,,SITE,ENTREGA TOTAL,67,#N/A,"176,00",29/07/2022,2022-31,7,2022,7-2022,outros,176
307,10907-1,10907,1,,,ATACADO,ENTREGA TOTAL,74,#N/A,"371,00",28/07/2022,2022-31,7,2022,7-2022,outros,371
308,10907-2,10907,2,,,AMAZON,ENTREGA TOTAL,74,#N/A,"125,00",28/07/2022,2022-31,7,2022,7-2022,outros,125
309,10907-3,10907,3,,,SITE,ENTREGA TOTAL,74,#N/A,"150,00",28/07/2022,2022-31,7,2022,7-2022,outros,150
310,10908-1,10908,1,,,ATACADO,ENTREGA TOTAL,81,#N/A,"300,00",01/08/2022,2022-32,8,2022,8-2022,outros,300
311,10908-2,10908,2,,,AMAZON,ENTREGA TOTAL,81,#N/A,"125,00",01/08/2022,2022-32,8,2022,8-2022,outros,125
312,10908-3,10908,3,,,SITE,ENTREGA TOTAL,81,#N/A,"150,00",01/08/2022,2022-32,8,2022,8-2022,outros,150
313,10909-1,10909,1,,,ATACADO,ENTREGA TOTAL,98,#N/A,"450,00",01/08/2022,2022-32,8,2022,8-2022,outros,450
314,10909-2,10909,2,,,AMAZON,ENTREGA TOTAL,98,#N/A,"150,00",01/08/2022,2022-32,8,2022,8-2022,outros,150
315,10909-3,10909,3,,,SITE,ENTREGA TOTAL,98,#N/A,"125,00",01/08/2022,2022-32,8,2022,8-2022,outros,125
316,10910-1,10910,1,,,ATACADO,ENTREGA TOTAL,104,#N/A,"450,00",02/08/2022,2022-32,8,2022,8-2022,outros,450
317,10910-1,10910,1,,,AMAZON,ENTREGA TOTAL,104,#N/A,"75,00",02/08/2022,2022-32,8,2022,8-2022,outros,75
318,10910-1,10910,1,,,SITE,ENTREGA TOTAL,104,#N/A,"150,00",02/08/2022,2022-32,8,2022,8-2022,outros,150
319,10911-1,10911,1,,,ATACADO,ENTREGA TOTAL,111,#N/A,"350,00",10/08/2022,2022-33,8,2022,8-2022,outros,350
320,10911-1,10911,1,,,AMAZON,ENTREGA TOTAL,111,#N/A,"175,00",10/08/2022,2022-33,8,2022,8-2022,outros,175
321,10911-1,10911,1,,,SITE,ENTREGA TOTAL,111,#N/A,"125,00",10/08/2022,2022-33,8,2022,8-2022,outros,125
322,10912-1,10912,1,,,ATACADO,ENTREGA TOTAL,371,#N/A,"1.150,00",04/08/2022,2022-32,8,2022,8-2022,outros,1150
323,10912-2,10912,2,,,AMAZON,ENTREGA TOTAL,371,#N/A,"100,00",04/08/2022,2022-32,8,2022,8-2022,outros,100
324,10912-3,10912,3,,,SITE,ENTREGA TOTAL,371,#N/A,"200,00",04/08/2022,2022-32,8,2022,8-2022,outros,200
325,10913-1,10913,1,,,ATACADO,ENTREGA TOTAL,388,#N/A,"900,00",08/08/2022,2022-33,8,2022,8-2022,outros,900
326,10913-2,10913,2,,,AMAZON,ENTREGA TOTAL,388,#N/A,"50,00",08/08/2022,2022-33,8,2022,8-2022,outros,50
327,10913-3,10913,3,,,SITE,ENTREGA TOTAL,388,#N/A,"200,00",08/08/2022,2022-33,8,2022,8-2022,outros,200
328,10914-1,10914,1,,,ATACADO,ENTREGA TOTAL,395,#N/A,"1.150,00",08/08/2022,2022-33,8,2022,8-2022,outros,1150
329,10914-2,10914,2,,,AMAZON,ENTREGA TOTAL,395,#N/A,"50,00",08/08/2022,2022-33,8,2022,8-2022,outros,50
330,10914-3,10914,3,,,SITE,ENTREGA TOTAL,395,#N/A,"150,00",08/08/2022,2022-33,8,2022,8-2022,outros,150
331,10915-1,10915,1,,,ATACADO,ENTREGA TOTAL,401,#N/A,"1.000,00",12/08/2022,2022-33,8,2022,8-2022,outros,1000
332,10915-1,10915,1,,,ATACADO,ENTREGA TOTAL,401,#N/A,"1.000,00",15/08/2022,2022-34,8,2022,8-2022,outros,1000
333,10915-1,10915,1,,,AMAZON,ENTREGA TOTAL,401,#N/A,"1.000,00",12/08/2022,2022-33,8,2022,8-2022,outros,1000
334,10915-1,10915,1,,,SITE,ENTREGA TOTAL,401,#N/A,"1.000,00",12/08/2022,2022-33,8,2022,8-2022,outros,1000
335,10916-1,10916,1,,,ATACADO,ENTREGA TOTAL,418,#N/A,"1.000,00",15/08/2022,2022-34,8,2022,8-2022,outros,1000
336,10916-1,10916,1,,,ATACADO,ENTREGA TOTAL,418,#N/A,"1.000,00",11/08/2022,2022-33,8,2022,8-2022,outros,1000
