Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA
3351,12505-2,12505,2,EQ-2,,SITE,ENTREGA TOTAL,3419,AGENDA PLANNER ARGOLADO 2024 CLÁSSICA SEMANAL A6 VERDE OLIVA,"63,00",09/10/2023,2023-42,10,2023,10-2023,Argolados,"94,5"
3352,12506-1,12506,1,EQ-4,,ATACADO,ENTREGA TOTAL,2948,"AGENDA PLANNER WIRE-O 2024 ASTRAL SEMANAL JOURNAL 11,5X16 CARTAS DO ZODÍACO BRANCO","250,00",26/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,500
3353,12506-2,12506,2,EQ-2,,SITE,ENTREGA TOTAL,2948,"AGENDA PLANNER WIRE-O 2024 ASTRAL SEMANAL JOURNAL 11,5X16 CARTAS DO ZODÍACO BRANCO","54,00",16/10/2023,2023-43,10,2023,10-2023,Wire-o com fita,108
3354,12507-1,12507,1,EQ-6,,ATACADO,ENTREGA TOTAL,4157,AGENDA PLANNER WIRE-O 2024 MELISSA SEMANAL CHECKLIST 17X24 ONÇA,"150,00",15/09/2023,2023-38,9,2023,9-2023,Wire-o com fita,300
3355,12507-2,12507,2,EQ-6,,SITE,ENTREGA TOTAL,4157,AGENDA PLANNER WIRE-O 2024 MELISSA SEMANAL CHECKLIST 17X24 ONÇA,"84,00",15/09/2023,2023-38,9,2023,9-2023,Wire-o com fita,168
3356,12507-3,12507,3,EQ-6,,ATACADO,ENTREGA TOTAL,4157,AGENDA PLANNER WIRE-O 2024 MELISSA SEMANAL CHECKLIST 17X24 ONÇA,"80,00",30/10/2023,2023-45,10,2023,10-2023,Wire-o com fita,160
3357,12508-1,12508,1,EQ-4,,SITE,ENTREGA TOTAL,3723,AGENDA PLANNER CICEROS 2024 JÓIA NATURAL SEMANAL PLANEJAMENTO 17X24 INSECTA DIA,"220,00",18/09/2023,2023-39,9,2023,9-2023,Brochura,220
3358,12508-2,12508,2,EQ-4,,LOJA,ENTREGA TOTAL,3723,AGENDA PLANNER CICEROS 2024 JÓIA NATURAL SEMANAL PLANEJAMENTO 17X24 INSECTA DIA,"12,00",18/09/2023,2023-39,9,2023,9-2023,Brochura,12
3359,12508-3,12508,3,EQ-4,,SITE,ENTREGA TOTAL,3723,AGENDA PLANNER CICEROS 2024 JÓIA NATURAL SEMANAL PLANEJAMENTO 17X24 INSECTA DIA,"6,00",27/09/2023,2023-40,9,2023,9-2023,Brochura,6
3360,12509-1,12509,1,EQ-5,,ATACADO,ENTREGA TOTAL,4065,AGENDA PLANNER CICEROS 2024 MELISSA SEMANAL 9X13 COLMÉIA,"250,00",18/09/2023,2023-39,9,2023,9-2023,Brochura,250
3361,12509-2,12509,2,EQ-5,,SITE,ENTREGA TOTAL,4065,AGENDA PLANNER CICEROS 2024 MELISSA SEMANAL 9X13 COLMÉIA,"362,00",18/09/2023,2023-39,9,2023,9-2023,Brochura,362
3362,12509-3,12509,3,EQ-5,,SITE,ENTREGA TOTAL,4065,AGENDA PLANNER CICEROS 2024 MELISSA SEMANAL 9X13 COLMÉIA,"159,00",10/10/2023,2023-42,10,2023,10-2023,Brochura,159
3363,12510-1,12510,1,EQ-1,,ATACADO,ENTREGA TOTAL,5161,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 VERDE OLIVA,"400,00",19/09/2023,2023-39,9,2023,9-2023,Brochura,400
3364,12510-2,12510,2,EQ-1,,SITE,ENTREGA TOTAL,5161,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 VERDE OLIVA,"318,00",19/09/2023,2023-39,9,2023,9-2023,Brochura,318
3365,12510-3,12510,3,EQ-6,,SITE,ENTREGA TOTAL,5161,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 VERDE OLIVA,"135,00",13/10/2023,2023-42,10,2023,10-2023,Brochura,135
3366,12511-1,12511,1,EQ-2,,ATACADO,ENTREGA TOTAL,4362,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL 9X13 ESPÉCIES AZUL,"220,00",02/10/2023,2023-41,10,2023,10-2023,Brochura,220
3367,12511-2,12511,2,EQ-2,,SITE,ENTREGA TOTAL,4362,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL 9X13 ESPÉCIES AZUL,"315,00",06/10/2023,2023-41,10,2023,10-2023,Brochura,315
3368,12511-3,12511,3,EQ-2,,LOJA,ENTREGA TOTAL,4362,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL 9X13 ESPÉCIES AZUL,"15,00",06/10/2023,2023-41,10,2023,10-2023,Brochura,15
3369,12512-1,12512,1,EQ-3,,SITE,ENTREGA TOTAL,4010,AGENDA PLANNER CICEROS 2024 MELISSA SEMANAL ANOTAÇÕES 14X21 FAVO DE ABELHAS,"402,00",18/09/2023,2023-39,9,2023,9-2023,Brochura,402
3370,12513-1,12513,1,EQ-5,,SITE,ENTREGA TOTAL,4041,AGENDA PLANNER WIRE-O 2024 MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,"310,00",03/10/2023,2023-41,10,2023,10-2023,Wire-o com fita,620
3371,12513-2,12513,2,EQ-3,,ATACADO,ENTREGA TOTAL,4041,AGENDA PLANNER WIRE-O 2024 MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,"180,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,360
3372,12514-1,12514,1,EQ-2,,SITE,ENTREGA TOTAL,4874,AGENDA PLANNER CICEROS 2024 PÓLEN SEMANAL PLANEJAMENTO 17X24 TROPICÁLIA AZUL,"100,00",27/09/2023,2023-40,9,2023,9-2023,Brochura,100
3373,12514-2,12514,2,EQ-2,,LOJA,ENTREGA TOTAL,4874,AGENDA PLANNER CICEROS 2024 PÓLEN SEMANAL PLANEJAMENTO 17X24 TROPICÁLIA AZUL,"14,00",26/09/2023,2023-40,9,2023,9-2023,Brochura,14
3374,12514-3,12514,3,EQ-2,,SITE,ENTREGA TOTAL,4874,AGENDA PLANNER CICEROS 2024 PÓLEN SEMANAL PLANEJAMENTO 17X24 TROPICÁLIA AZUL,"5,00",27/09/2023,2023-40,9,2023,9-2023,Brochura,5
3375,12515-1,12515,1,EQ-FIN,,ATACADO,ENTREGA TOTAL,9055,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G SEM PAUTA 17X24,"1.800,00",12/09/2023,2023-38,9,2023,9-2023,Refil,540
3376,12515-2,12515,2,EQ-FIN,,SITE,ENTREGA TOTAL,9055,REFIL CADERNO CRIATIVO ARGOLADO 40FLS OFFSET 90G SEM PAUTA 17X24,"200,00",12/09/2023,2023-38,9,2023,9-2023,Refil,60
3377,12516-1,12516,1,EQ-2,,ATACADO,ENTREGA TOTAL,2962,AGENDA PLANNER ARGOLADO 2024 ASTRAL SEMANAL A6 ESPAÇO TEMPO BRANCO,"200,00",19/09/2023,2023-39,9,2023,9-2023,Argolados,300
3378,12516-2,12516,2,EQ-2,,SITE,ENTREGA TOTAL,2962,AGENDA PLANNER ARGOLADO 2024 ASTRAL SEMANAL A6 ESPAÇO TEMPO BRANCO,"63,00",19/09/2023,2023-39,9,2023,9-2023,Argolados,"94,5"
3379,12517-1,12517,1,EQ-8,,ATACADO,ENTREGA TOTAL,2979,"AGENDA PLANNER WIRE-O 2024 ASTRAL DIÁRIA 11,5X16 CARTAS DO ZODÍACO AZUL","200,00",20/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,400
3380,12517-2,12517,2,EQ-8,,SITE,ENTREGA TOTAL,2979,"AGENDA PLANNER WIRE-O 2024 ASTRAL DIÁRIA 11,5X16 CARTAS DO ZODÍACO AZUL","83,00",20/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,166
3381,12518-1,12518,1,EQ-7,,PERSONALIZADO,ENTREGA TOTAL,P94,PLANNER DATADA CICEROS$14X21$KRAFT,"1.000,00",21/09/2023,2023-39,9,2023,9-2023,Brochura,1000
3382,12519-1,12519,1,EQ-3,,ATACADO,ENTREGA TOTAL,4911,"AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL OFFICE 15,5X9 TROPICÁLIA PRETO","200,00",29/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,400
3383,12519-2,12519,2,EQ-3,,SITE,ENTREGA TOTAL,4911,"AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL OFFICE 15,5X9 TROPICÁLIA PRETO","113,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,226
3384,12519-3,12519,3,EQ-3,,LOJA,ENTREGA TOTAL,4911,"AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL OFFICE 15,5X9 TROPICÁLIA PRETO","12,00",02/10/2023,2023-41,10,2023,10-2023,Wire-o com fita,24
3385,12520-1,12520,1,EQ-8,,ATACADO,ENTREGA TOTAL,4621,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT DIÁRIA 11,5X16 LISTRAS","120,00",22/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,240
3386,12520-2,12520,2,EQ-8,,SITE,ENTREGA TOTAL,4621,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT DIÁRIA 11,5X16 LISTRAS","83,00",22/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,166
3387,12521-1,12521,1,EQ-7,,ATACADO,ENTREGA TOTAL,4942,AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL CHECKLIST 17X24 TROPICÁLIA PRETO,"100,00",15/09/2023,2023-38,9,2023,9-2023,Wire-o com fita,200
3388,12521-2,12521,2,EQ-7,,SITE,ENTREGA TOTAL,4942,AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL CHECKLIST 17X24 TROPICÁLIA PRETO,"118,00",15/09/2023,2023-38,9,2023,9-2023,Wire-o com fita,236
3389,12521-3,12521,3,EQ-7,,LOJA,ENTREGA TOTAL,4942,AGENDA PLANNER WIRE-O 2024 PÓLEN SEMANAL CHECKLIST 17X24 TROPICÁLIA PRETO,"12,00",15/09/2023,2023-38,9,2023,9-2023,Wire-o com fita,24
3390,12522-1,12522,1,EQ-1,,PERSONALIZADO,ENTREGA TOTAL,P40,CICEROS FLEX$14X21$COURO SINTETICO,"1.000,00",21/09/2023,2023-39,9,2023,9-2023,Brochura,1000
3391,12523-1,12523,1,EQ-5,,SITE,ENTREGA TOTAL,4478,AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL CHECKLIST 17X24 FLORESTA TROPICAL BRANCI,"90,00",19/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,180
3392,12523-2,12523,2,EQ-5,,LOJA,ENTREGA TOTAL,4478,AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL CHECKLIST 17X24 FLORESTA TROPICAL BRANCI,"14,00",19/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,28
3393,12524-1,12524,1,EQ-8,,ATACADO,ENTREGA TOTAL,4430,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL JOURNAL 11,5X16 FLORESTA TROPICAL BRANCO","180,00",26/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,360
3394,12524-2,12524,2,EQ-8,,SITE,ENTREGA TOTAL,4430,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL JOURNAL 11,5X16 FLORESTA TROPICAL BRANCO","98,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,196
3395,12524-3,12524,3,EQ-8,,LOJA,ENTREGA TOTAL,4430,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL JOURNAL 11,5X16 FLORESTA TROPICAL BRANCO","2,00",26/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,4
3396,12525-1,12525,1,EQ-5,,ATACADO,ENTREGA TOTAL,3785,AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL SEMANAL CHECKLIST 17X24 INSECTA TARDE,"120,00",19/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,240
3397,12525-2,12525,2,EQ-5,,SITE,ENTREGA TOTAL,3785,AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL SEMANAL CHECKLIST 17X24 INSECTA TARDE,"76,00",19/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,152
3398,12525-3,12525,3,EQ-5,,LOJA,ENTREGA TOTAL,3785,AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL SEMANAL CHECKLIST 17X24 INSECTA TARDE,"12,00",19/09/2023,2023-39,9,2023,9-2023,Wire-o com fita,24
3399,12526-1,12526,1,EQ-2,,SITE,ENTREGA TOTAL,4409,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL PLANEJAMENTO 17X24 ESPÉCIES ROSA,"48,00",27/09/2023,2023-40,9,2023,9-2023,Brochura,48
3400,12526-2,12526,2,EQ-8,,ATACADO,ENTREGA TOTAL,4409,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL PLANEJAMENTO 17X24 ESPÉCIES ROSA,"150,00",17/10/2023,2023-43,10,2023,10-2023,Brochura,150
3401,12526-3,12526,3,EQ-2,,LOJA,ENTREGA TOTAL,4409,AGENDA PLANNER CICEROS 2024 PÁSSAROS SEMANAL PLANEJAMENTO 17X24 ESPÉCIES ROSA,"14,00",02/10/2023,2023-41,10,2023,10-2023,Brochura,14
3402,12527-1,12527,1,EQ-2,,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"100,00",14/09/2023,2023-38,9,2023,9-2023,Brochura,100
3403,12527-2,12527,2,EQ-5,,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,"200,00",20/09/2023,2023-39,9,2023,9-2023,Brochura,200
3404,12528-1,12528,1,EQ-7,,ATACADO,ENTREGA TOTAL,3952,PLANNER PERMANENTE WIRE-O KRAFT SEMANAL NOTAS A5 LINHA E PONTO,"400,00",26/09/2023,2023-40,9,2023,9-2023,Wire-o sem fita,480
3405,12529-1,12529,1,EQ-2,,ATACADO,ENTREGA TOTAL,3488,AGENDA PLANNER ARGOLADO 2024 CLÁSSICA SEMANAL A6 CARAMELO,"250,00",20/09/2023,2023-39,9,2023,9-2023,Argolados,375
3406,12529-2,12529,2,EQ-2,,SITE,ENTREGA TOTAL,3488,AGENDA PLANNER ARGOLADO 2024 CLÁSSICA SEMANAL A6 CARAMELO,"73,00",20/09/2023,2023-39,9,2023,9-2023,Argolados,"109,5"
3407,12530-1,12530,1,EQ-4,,ATACADO,ENTREGA TOTAL,5154,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL 14X21 VERMELHO QUENTE,"394,00",20/09/2023,2023-39,9,2023,9-2023,Brochura,394
3408,12530-2,12530,2,EQ-4,,SITE,ENTREGA TOTAL,5154,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL 14X21 VERMELHO QUENTE,"353,00",20/09/2023,2023-39,9,2023,9-2023,Brochura,353
3409,12531-1,12531,1,EQ-8,,ATACADO,ENTREGA TOTAL,2931,"AGENDA PLANNER WIRE-O 2024 ASTRAL SEMANAL OFFICE 15,5X9 ESPAÇO TEMPO BRANCO","200,00",28/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,400
3410,12531-2,12531,2,EQ-8,,SITE,ENTREGA TOTAL,2931,"AGENDA PLANNER WIRE-O 2024 ASTRAL SEMANAL OFFICE 15,5X9 ESPAÇO TEMPO BRANCO","62,00",13/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,124
3411,12532-1,12532,1,EQ-4,,ATACADO,ENTREGA TOTAL,4119,PLANNER PERMANENTE WIRE-O MELISSA FINANCEIRO FAVO DE ABELHAS,"300,00",28/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,600
3412,12533-1,12533,1,EQ-8,,ATACADO,ENTREGA TOTAL,4423,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL OFFICE 15,5X9 ESPÉCIES AZUL","150,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,300
3413,12533-2,12533,2,EQ-8,,SITE,ENTREGA TOTAL,4423,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL OFFICE 15,5X9 ESPÉCIES AZUL","63,00",13/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,126
3414,12533-3,12533,3,EQ-8,,LOJA,ENTREGA TOTAL,4423,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS SEMANAL OFFICE 15,5X9 ESPÉCIES AZUL","10,00",13/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,20
3415,12534-1,12534,1,EQ-6,,ATACADO,ENTREGA TOTAL,5024,REFIL CADERNO CRIATIVO ARGOLADO 99 FLS PÓLEN 80G PLANNER PERMANENTE SEMANAL NOTAS A5 C/ DIVISÓRIAS,"350,00",18/09/2023,2023-39,9,2023,9-2023,Refil,105
3416,12535-1,12535,1,EQ-3,,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"250,00",02/10/2023,2023-41,10,2023,10-2023,Kit de revistas,375
3417,12535-2,12535,2,EQ-3,,SITE,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,"30,00",02/10/2023,2023-41,10,2023,10-2023,Kit de revistas,45
3418,12536-1,12536,1,EQ-8,,ATACADO,ENTREGA TOTAL,3761,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL SEMANAL OFFICE 15,5X9 INSECTA DIA","200,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,400
3419,12536-2,12536,2,EQ-8,,SITE,ENTREGA TOTAL,3761,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL SEMANAL OFFICE 15,5X9 INSECTA DIA","83,00",13/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,166
3420,12537-1,12537,1,EQ-2,,ATACADO,ENTREGA TOTAL,4089,"AGENDA PLANNER WIRE-O 2024 MELISSA DIÁRIA 11,5X16 COLMÉIA","180,00",28/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,360
3421,12537-1,12537,1,EQ-2,,SITE,ENTREGA TOTAL,4089,"AGENDA PLANNER WIRE-O 2024 MELISSA DIÁRIA 11,5X16 COLMÉIA","180,00",19/08/2024,2024-34,8,2024,8-2024,Wire-o com fita,360
3422,12537-2,12537,2,EQ-2,,SITE,ENTREGA TOTAL,4089,"AGENDA PLANNER WIRE-O 2024 MELISSA DIÁRIA 11,5X16 COLMÉIA","251,00",09/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,502
3423,12538-1,12538,1,EQ-2,,ATACADO,ENTREGA TOTAL,3808,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL DIÁRIA 11,5X16 INSECTA TARDE","100,00",28/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,200
3424,12538-1,12538,1,EQ-2,,ATACADO,ENTREGA TOTAL,3808,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL DIÁRIA 11,5X16 INSECTA TARDE","100,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,200
3425,12538-2,12538,2,EQ-2,,ATACADO,ENTREGA TOTAL,3808,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL DIÁRIA 11,5X16 INSECTA TARDE","83,00",11/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,166
3426,12538-3,12538,3,EQ-FIN,,LOJA,ENTREGA TOTAL,3808,"AGENDA PLANNER WIRE-O 2024 JÓIA NATURAL DIÁRIA 11,5X16 INSECTA TARDE","12,00",07/11/2023,2023-46,11,2023,11-2023,Wire-o com fita,24
3427,12539-1,12539,1,EQ-2,,ATACADO,ENTREGA TOTAL,4485,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS DIÁRIA 11,5X16 ESPÉCIES ROSA","120,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,240
3428,12539-2,12539,2,EQ-2,,SITE,ENTREGA TOTAL,4485,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS DIÁRIA 11,5X16 ESPÉCIES ROSA","82,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,164
3429,12539-3,12539,3,EQ-2,,LOJA,ENTREGA TOTAL,4485,"AGENDA PLANNER WIRE-O 2024 PÁSSAROS DIÁRIA 11,5X16 ESPÉCIES ROSA","10,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,20
3430,12540-1,12540,1,EQ-4,,ATACADO,ENTREGA TOTAL,3297,"AGENDA PLANNER WIRE-O 2024 CLÁSSICA SEMANAL OFFICE 15,5X9 CARAMELO","287,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,574
3431,12540-2,12540,2,EQ-4,,SITE,ENTREGA TOTAL,3297,"AGENDA PLANNER WIRE-O 2024 CLÁSSICA SEMANAL OFFICE 15,5X9 CARAMELO","13,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,26
3432,12540-2,12540,2,EQ-4,,SITE,ENTREGA TOTAL,3297,"AGENDA PLANNER WIRE-O 2024 CLÁSSICA SEMANAL OFFICE 15,5X9 CARAMELO","90,00",13/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,180
3433,12541-1,12541,1,EQ-4,,ATACADO,ENTREGA TOTAL,4904,"AGENDA PLANNER WIRE-O 2024 PÓLEN DIÁRIA 11,5X16 TROPICÁLIA PRETO","150,00",28/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,300
3434,12541-2,12541,2,EQ-4,,SITE,ENTREGA TOTAL,4904,"AGENDA PLANNER WIRE-O 2024 PÓLEN DIÁRIA 11,5X16 TROPICÁLIA PRETO","81,00",11/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,162
3435,12541-3,12541,3,EQ-4,,LOJA,ENTREGA TOTAL,4904,"AGENDA PLANNER WIRE-O 2024 PÓLEN DIÁRIA 11,5X16 TROPICÁLIA PRETO","18,00",11/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,36
3436,12542-1,12542,1,EQ-4,,ATACADO,ENTREGA TOTAL,4638,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT SEMANAL OFFICE 15,5X9 LISTRAS","150,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o com fita,300
3437,12542-2,12542,2,EQ-4,,SITE,ENTREGA TOTAL,4638,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT SEMANAL OFFICE 15,5X9 LISTRAS","63,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,126
3438,12542-3,12542,3,EQ-4,,LOJA,ENTREGA TOTAL,4638,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT SEMANAL OFFICE 15,5X9 LISTRAS","12,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o com fita,24
3439,12543-1,12543,1,EQ-6,,ATACADO,ENTREGA TOTAL,3556,CALENDARIO DE MESA 20X15 CICEROS 2024 JÓIA NATURAL,"300,00",28/09/2023,2023-40,9,2023,9-2023,Calendário com capa,450
3440,12543-1,12543,1,EQ-6,,ATACADO,ENTREGA TOTAL,3556,CALENDARIO DE MESA 20X15 CICEROS 2024 JÓIA NATURAL,"300,00",05/10/2023,2023-41,10,2023,10-2023,Calendário com capa,450
3441,12544-1,12544,1,EQ-6,,ATACADO,ENTREGA TOTAL,4690,CALENDARIO DE MESA 13X15 CICEROS 2024 PÓLEN,"300,00",29/09/2023,2023-40,9,2023,9-2023,Calendário,225
3442,12544-1,12544,1,EQ-6,,ATACADO,ENTREGA TOTAL,4690,CALENDARIO DE MESA 13X15 CICEROS 2024 PÓLEN,"200,00",05/10/2023,2023-41,10,2023,10-2023,Calendário,150
3443,12545-1,12545,1,EQ-6,,ATACADO,ENTREGA TOTAL,2788,CALENDARIO DE PAREDE A3 CICEROS 2024 ASTRAL CARTAS DO ZODÍACO,"300,00",02/10/2023,2023-41,10,2023,10-2023,Calendário,225
3444,12546-1,12546,1,EQ-6,,ATACADO,ENTREGA TOTAL,3815,"CALENDARIO DE MESA 9,5X13 CICEROS 2024 KRAFT","200,00",30/09/2023,2023-40,9,2023,9-2023,Calendário com capa,300
3445,12546-2,12546,2,EQ-6,,ATACADO,ENTREGA TOTAL,3815,"CALENDARIO DE MESA 9,5X13 CICEROS 2024 KRAFT","400,00",02/10/2023,2023-41,10,2023,10-2023,Calendário com capa,600
3446,12546-3,12546,3,EQ-6,,LOJA,ENTREGA TOTAL,3815,"CALENDARIO DE MESA 9,5X13 CICEROS 2024 KRAFT","15,00",24/10/2023,2023-44,10,2023,10-2023,Calendário com capa,"22,5"
3447,12547-1,12547,1,EQ-6,,ATACADO,ENTREGA TOTAL,4225,CALENDARIO DE MESA 20X15 CICEROS 2024 PASSÁROS,"300,00",29/09/2023,2023-40,9,2023,9-2023,Calendário com capa,450
3448,12547-2,12547,2,EQ-6,,ATACADO,ENTREGA TOTAL,4225,CALENDARIO DE MESA 20X15 CICEROS 2024 PASSÁROS,"250,00",29/11/2023,2023-49,11,2023,11-2023,Calendário com capa,375
3449,12548-1,12548,1,EQ-6,,ATACADO,ENTREGA TOTAL,3549,CALENDARIO DE PAREDE A3 CICEROS 2024 JÓIA NATURAL,"300,00",30/10/2023,2023-45,10,2023,10-2023,Calendário,225
3450,12549-1,12549,1,EQ-1,,ATACADO,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,"340,00",30/09/2023,2023-40,9,2023,9-2023,Caderno organizador,680
3451,12549-1,12549,1,EQ-1,,ATACADO,ENTREGA TOTAL,3907,CADERNO ORGANIZADOR DUO KRAFT PAUTADO & PONTADO 17X24 LINHA E PONTO,"110,00",07/10/2023,2023-41,10,2023,10-2023,Caderno organizador,220
3452,12550-1,12550,1,EQ-1,,ATACADO,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,"345,00",02/10/2023,2023-41,10,2023,10-2023,Caderno organizador,690
3453,12550-1,12550,1,EQ-1,,ATACADO,ENTREGA TOTAL,4546,CADERNO ORGANIZADOR DUO PASTEL BLOCK SPORT PAUTADO & PONTADO 17X24 LISTRAS,"105,00",09/10/2023,2023-42,10,2023,10-2023,Caderno organizador,210
3454,12551-1,12551,1,EQ-3,,PERSONALIZADO,ENTREGA TOTAL,P128,PLANNER REVISTA PLANEJAMENTO$19X25$POLICROMIA,"50,00",26/09/2023,2023-40,9,2023,9-2023,Revistas(Individuais),30
3455,12552-1,12552,1,EQ-6,,ATACADO,ENTREGA TOTAL,1798,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 AZUL PASTEL,"300,00",27/09/2023,2023-40,9,2023,9-2023,Wire-o Simples,300
3456,12552-1,12552,1,EQ-6,,ATACADO,ENTREGA TOTAL,1798,CADERNO ESPIRAL CLÁSSICA PAUTADO 17X24 AZUL PASTEL,"301,00",10/10/2023,2023-42,10,2023,10-2023,Wire-o Simples,301
3457,12553-1,12553,1,EQ-6,,ATACADO,ENTREGA TOTAL,2870,CADERNO ORGANIZADOR DUO ASTRAL PAUTADO & PONTADO 17X24 ESPAÇO TEMPO PRETO,"390,00",04/10/2023,2023-41,10,2023,10-2023,Caderno organizador,780
